Station,Lat,Lon,Date,Depth,LL_nh4,temp,sal,sig_th,hbac,Prochlorococcus,Synechococcus,eukaryotes,NH4,NO3,NO2,PO4,SiO4,urea,Kd_452,Kd_440,Kd_486,Kd_518,Kd_530,Kd_548,Kd_589,Kd_632,Kd_655,Kd_669,Kd_696,chl_a,pp24,pb24,par
1,11.995996,-140.010833,727786,30,0.002,28358,34.1841934285714,21.6400915714286,583042,230680,389.5,999,0.0464609667380821,0.375637374979513,0.00753246753246753,0.0330315505597172,0.535981766672489,NaN,253,263,258,483,522,609,1162,1560,1320,1054,500,0.0675384615384615,4.58846153846154,67.7,191.749675312526
1,11.995996,-140.010833,727786,31,0.002,28358,34.1843553391053,21.6403924963925,582322.35,233567.55,411.5,1012.95,0.0452631100299848,0.379353885753477,0.00717901324642898,0.0372386048463131,0.539052372647524,NaN,253,263,257,481,520,607,1152,1436,1187,741,388,0.0681538461538462,4.62384615384615,67.6,184.801393909872
1,11.995996,-140.010833,727786,32,0.002,28359,34.184405,21.6406352857143,581602.7,236455.1,433.5,1026.9,0.0440652533218876,0.38970818213746,0.00682555896039042,0.0401068647700079,0.540148028693455,NaN,254,262,256,479,518,605,1141,1319,1069,440,289,0.0687692307692308,4.65923076923077,67.5,178.181055869806
1,11.995996,-140.010833,727786,33,0.002,28359,34.1843181818182,21.6412097402597,580883.05,239342.65,455.5,1040.85,0.0428673966137903,0.400062478521443,0.00647210467435186,0.0429751246937027,0.541243684739386,NaN,254,262,255,477,516,604,1130,1211,964,162,202,0.0693846153846154,4.69461538461539,67.4,171.869351115351
1,11.995996,-140.010833,727786,34,0.002,28358,34.1849137857143,21.6417333571429,580163.4,242230.2,477.5,1054.8,0.0418598969804841,0.404658576002652,0.00588892455858748,0.0457366909965529,0.535484991701486,NaN,255,262,255,475,514,602,1119,1110,871,-82,128,0.07,4.73,67.3,165.838266332083
1,11.995996,-140.010833,727786,35,0.002,28359,34.185182972583,21.6423838383838,579443.75,245117.75,499.5,1068.75,0.0409287573079717,0.40157410805872,0.00496115569823435,0.0483915636785586,0.520721588829396,NaN,256,263,255,473,512,601,1108,1017,790,-283,64,0.0733636363636364,4.75363636363636,65.4236363636364,160.068340187105
1,11.995996,-140.010833,727786,36,0.002,28361,34.1854080808081,21.6429971139971,578724.1,248005.3,521.5,1082.7,0.0399976176354594,0.398489640114788,0.00403338683788122,0.0510464363605643,0.505958185957305,NaN,257,263,254,471,511,600,1097,931,719,-430,12,0.0767272727272727,4.77727272727273,63.5472727272727,154.549736769996
1,11.995996,-140.010833,727786,37,0.002,28365,34.1879478571429,21.6445385,578004.45,250892.85,543.5,1096.65,0.0390664779629471,0.395405172170856,0.00310561797752809,0.0537013090425699,0.491194783085215,NaN,258,264,254,470,509,599,1086,852,658,-511,-30,0.0800909090909091,4.80090909090909,61.6709090909091,149.260516065182
1,11.995996,-140.010833,727786,38,0.002,28372,34.1960054112554,21.6496995670996,577284.8,253780.4,565.5,1110.6,0.0381353382904348,0.392320704226924,0.00217784911717496,0.0563561817245756,0.476431380213125,NaN,260,264,254,468,508,598,1074,780,605,-516,-63,0.0834545454545454,4.82454545454546,59.7945454545455,144.186446790365
1,11.995996,-140.010833,727786,39,0.002,28378,34.2052482857143,21.6562938571429,576565.15,256667.95,587.5,1124.55,0.0373398252838038,0.389074691817768,0.00131428571428571,0.0590110544065813,0.461670628025058,NaN,261,265,254,467,506,597,1063,714,560,-436,-88,0.0868181818181818,4.84818181818182,57.9181818181818,139.317306462384
1,11.995996,-140.010833,727786,40,0.002,28387,34.2131119047619,21.6625896825397,575845.5,259555.5,609.5,1138.5,0.0377649522701043,0.384374779221591,0.00102857142857143,0.0616659270885869,0.446933731993205,NaN,263,267,255,465,505,596,1051,656,522,-330,-104,0.0901818181818182,4.87181818181818,56.0418181818182,134.633889836835
1,11.995996,-140.010833,727786,41,0.002,28393,34.221682034632,21.6716997113997,576991.4,259684.95,635.5,1134.95,0.0376368513381722,0.366960036223767,0.00087540500736377,0.060561258561988,0.445356566178653,NaN,265,268,255,464,504,595,1040,603,489,-233,-113,0.0935454545454545,4.89545454545455,54.1654545454545,130.130374556697
1,11.995996,-140.010833,727786,42,0.002,28398,34.2327488571429,21.6818085714286,578137.3,259814.4,661.5,1131.4,0.0374318699425252,0.348366185335139,0.000736966126656849,0.0589463990642988,0.444617070303097,NaN,267,270,256,463,503,594,1029,557,461,-147,-115,0.0969090909090909,4.91909090909091,52.2890909090909,125.792230738947
1,11.995996,-140.010833,727786,43,0.002,28396,34.2419246753247,21.6903852813853,579283.2,259943.85,687.5,1127.85,0.0372268885468783,0.329772334446512,0.000598527245949927,0.0573315395666097,0.443877574427541,NaN,269,272,257,462,502,594,1018,517,437,-69,-110,0.100272727272727,4.94272727272727,50.4127272727273,121.610788871438
1,11.995996,-140.010833,727786,44,0.002,28392,34.2564964285714,21.7037357142857,580429.1,260073.3,713.5,1124.3,0.0379751435462994,0.317726393170274,0.000574374079528719,0.0537111045113648,0.446206618798867,NaN,272,274,258,462,502,594,1006,482,415,0,-101,0.103636363636364,4.96636363636364,48.5363636363636,117.573342309294
1,11.995996,-140.010833,727786,45,0.002,28291,34.2952567821068,21.7384623376623,581575,260202.75,739.5,1120.75,0.039075457913615,0.307064946538462,0.000721649484536083,0.0496933913464148,0.454579063406566,NaN,275,277,259,461,501,594,995,453,395,59,-86,0.107,4.99,46.66,113.674794943316
1,11.995996,-140.010833,727786,46,0.002,28224,34.3413432857143,21.7856712857143,582720.9,260332.2,765.5,1117.2,0.040034326098752,0.296177115992303,0.000868924889543447,0.0456473889450291,0.462992681457395,NaN,278,279,261,461,501,594,985,429,376,112,-66,0.111066666666667,4.93533333333333,45.2053333333333,109.90363881227
1,11.995996,-140.010833,727786,47,0.002,28100,34.3688727272727,21.8222722222222,583866.8,260461.65,791.5,1113.65,0.0409931942838891,0.285289285446143,0.00101620029455081,0.0416013865436433,0.471406299508223,NaN,282,283,263,461,501,594,974,411,357,156,-43,0.115133333333333,4.88066666666667,43.7506666666667,106.250223626428
1,11.995996,-140.010833,727786,48,0.002,27903,34.3896902597403,21.8552818181818,585012.7,260591.1,817.5,1110.1,0.0419520624690262,0.274401454899984,0.00116347569955817,0.0375553841422576,0.479819917559051,NaN,285,286,265,462,502,595,964,397,337,194,-17,0.1192,4.826,42.296,102.711376200269
1,11.995996,-140.010833,727786,49,0.002,27801,34.4202902857143,21.8984928571429,586158.6,260720.55,843.5,1106.55,0.0429109306541632,0.263513624353824,0.00131075110456554,0.0335093817408719,0.48823353560988,NaN,289,290,267,462,502,596,954,388,314,225,10,0.123266666666667,4.77133333333333,40.8413333333333,99.2811830361473
1,11.995996,-140.010833,727786,50,0.002,27761,34.4451577200577,21.9329654401154,587304.5,260850,869.5,1103,0.0443427163637372,0.258579310901532,0.00141376757957069,0.0322310229944974,0.497965685931913,NaN,294,294,270,463,503,597,944,384,289,249,41,0.127333333333333,4.71666666666667,39.3866666666667,95.9476462355435
1,11.995996,-140.010833,727786,51,0.002,27682,34.4657303571429,21.9631322857143,586541.5,261910.55,928.15,1128.5,0.047469084792418,0.26512206474596,0.00133974833456699,0.0327273381130436,0.507864845597667,NaN,298,299,273,464,504,598,935,384,259,267,72,0.1314,4.662,37.932,92.709944605867
1,11.995996,-140.010833,727786,52,0.002,27655,34.4945067821068,22.005503030303,585778.5,262971.1,986.8,1154,0.0505109872016812,0.272893944803981,0.00126572908956329,0.0330168571150849,0.516254851310577,NaN,303,304,276,465,506,600,926,388,224,280,105,0.135466666666667,4.60733333333333,36.4773333333333,89.5617611633438
1,11.995996,-140.010833,727786,53,0.002,27622,34.5156035714286,22.0433714285714,585015.5,264031.65,1045.45,1179.5,0.0535528896109445,0.280665824862001,0.00119170984455959,0.0333063761171263,0.524644857023488,NaN,308,309,280,467,508,601,917,396,184,287,137,0.139533333333333,4.55266666666667,35.0226666666667,86.4968432803923
1,11.995996,-140.010833,727786,54,0.002,27581,34.5218188311688,22.0666502164502,584252.5,265092.2,1104.1,1205,0.0553113573018149,0.290946180636098,0.00122653413697085,0.0345902703404053,0.538730433597924,NaN,314,315,284,469,510,603,909,408,0,290,168,0.1436,4.498,33.568,83.5098443489797
1,11.995996,-140.010833,727786,55,0.002,27516,34.5295096428572,22.0893067857143,583489.5,266152.75,1162.75,1230.5,0.0552181946792226,0.303284011924209,0.00128856931373586,0.0360134175380034,0.555475007988826,NaN,320,321,288,472,512,606,901,423,NaN,288,199,0.147666666666667,4.44333333333333,32.1133333333333,80.5903778470876
1,11.995996,-140.010833,727786,56,0.002,27477,34.5433360750361,22.1208603174603,582726.5,267213.3,1221.4,1256,0.0551250320566303,0.31562184321232,0.00135060449050086,0.0374365647356015,0.572219582379727,NaN,326,328,293,475,515,609,894,442,NaN,283,227,0.151733333333333,4.38866666666667,30.6586666666667,77.7486783996681
1,11.995996,-140.010833,727786,57,0.002,27468,34.5527164502165,22.1451927849928,581963.5,268273.85,1280.05,1281.5,0.0550318694340379,0.327959674500431,0.00141263966726587,0.0388597119331996,0.588964156770629,NaN,333,335,298,478,518,612,887,464,NaN,273,253,0.1558,4.334,29.204,74.9741105211258
1,11.995996,-140.010833,727786,58,0.002,27445,34.5612253571429,22.1631622857143,581200.5,269334.4,1338.7,1307,0.0549387068114456,0.340297505788542,0.00147467484403088,0.0402828591307978,0.605708731161531,NaN,340,342,303,481,522,615,881,489,NaN,261,275,0.159866666666667,4.27933333333333,27.7493333333333,72.2658975503088
1,11.995996,-140.010833,727786,59,0.002,27380,34.5673785714286,22.1826714285714,580437.5,270394.95,1397.35,1332.5,0.0545610584882186,0.35247248129889,0.00157397710154122,0.0420910994960978,0.622853414759995,NaN,347,350,309,485,526,619,875,516,NaN,245,294,0.163933333333333,4.22466666666667,26.2946666666667,69.6192724796539
1,11.995996,-140.010833,727786,60,0.002,27337,34.5673372857143,22.1989768571429,579674.5,271455.5,1456,1358,0.0516230388592785,0.36357769611896,0.00200868308575965,0.0460748652091699,0.643808439573848,NaN,355,359,315,489,530,623,870,547,NaN,227,308,0.168,4.17,24.84,67.0317120151602
1,11.995996,-140.010833,727786,61,0.002,27288,34.5657255411255,22.2145624819625,586154.45,269885.7,1621.4,1457.7,0.0487850192303386,0.374460003125217,0.00244338906997807,0.0488964019458587,0.664489905306119,NaN,363,368,322,494,535,627,865,579,NaN,207,318,0.177157894736842,4.06157894736842,23.8573684210526,64.4999655293881
1,11.995996,-140.010833,727786,62,0.002,27261,34.5650141414141,22.2320505772006,592634.4,268315.9,1786.8,1557.4,0.0459898567442557,0.385133652122816,0.00287809505419649,0.0515885014531103,0.684994314761333,NaN,372,377,329,499,540,632,861,614,NaN,186,321,0.186315789473684,3.95315789473684,22.8747368421053,62.0225587738738
1,11.995996,-140.010833,727786,63,0.002,27225,34.56788,22.2474568571429,599114.35,266746.1,1952.2,1657.1,0.0431946942581728,0.395807301120415,0.00331280103841491,0.0542806009603619,0.705498724216548,NaN,381,387,336,505,546,637,858,650,NaN,163,318,0.195473684210526,3.84473684210526,21.8921052631579,59.5988926989259
1,11.995996,-140.010833,727786,64,0.002,27175,34.5732181818182,22.2619564935065,605594.3,265176.3,2117.6,1756.8,0.0415599269941741,0.402353086484718,0.00366250807460052,0.0570837882016762,0.716512944754336,NaN,391,398,344,511,552,643,856,689,NaN,139,309,0.204631578947368,3.73631578947368,20.9094736842105,57.2251833086621
1,11.995996,-140.010833,727786,65,0.002,27158,34.5760977857143,22.2770352857143,612074.25,263606.5,2283,1856.5,0.0389447058780888,0.40707799191505,0.00381388423204287,0.060486688476429,0.723535674791455,NaN,401,409,353,518,559,649,854,729,NaN,115,291,0.213789473684211,3.62789473684211,19.9268421052632,54.8997869212574
1,11.995996,-140.010833,727786,66,0.002,27065,34.5754447330447,22.2906355699856,618554.2,262036.7,2448.4,1956.2,0.0366109766691112,0.414322399643733,0.00396526038948522,0.0642802336371627,0.73252046331301,NaN,411,421,361,525,566,655,853,770,NaN,91,266,0.222947368421053,3.51947368421053,18.9442105263158,52.6260536165894
1,11.995996,-140.010833,727786,67,0.002,27044,34.5708608946609,22.3101598124098,625034.15,260466.9,2613.8,2055.9,0.0342772474601336,0.421566807372415,0.00411663654692757,0.0680737787978963,0.741505251834564,NaN,422,433,371,533,573,662,853,0,NaN,68,231,0.232105263157895,3.41105263157895,17.9615789473684,50.3996321420174
1,11.995996,-140.010833,727786,68,0.002,27016,34.5596203571429,22.3356492857143,631514.1,258897.1,2779.2,2155.6,0.0319435182511559,0.428811215101098,0.00426801270436992,0.07186732395863,0.750490040356118,NaN,433,446,381,541,582,669,854,NaN,NaN,45,187,0.241263157894737,3.30263157894737,16.9789473684211,48.1843237090617
1,11.995996,-140.010833,727786,69,0.002,26997,34.5427023809524,22.3642454545455,637994.05,257327.3,2944.6,2255.3,0.0297642291966184,0.435997504561137,0.00443225887468228,0.0759441448763236,0.759538772520564,NaN,445,459,391,549,590,677,855,NaN,NaN,23,133,0.250421052631579,3.19421052631579,15.9963157894737,46.0559978568327
1,11.995996,-140.010833,727786,70,0.002,26868,34.5250557142857,22.3951257142857,644474,255757.5,3110,2355,0.0289749015320423,0.445579511495515,0.005006512531897,0.0844268895736037,0.779116686315083,NaN,457,473,402,559,599,685,858,NaN,NaN,2,70,0.259578947368421,3.08578947368421,15.0136842105263,43.9741999174025
1,11.995996,-140.010833,727786,71,0.002,26794,34.5083786435786,22.4255911255411,653882.15,250664.45,3229.85,2601,0.0294137668964718,0.456083708512771,0.00521127865063181,0.0879354986698739,0.800604881079533,NaN,471,489,413,567,608,693,859,NaN,NaN,-15,11,0.268736842105263,2.97736842105263,14.0310526315789,41.9387957266782
1,11.995996,-140.010833,727786,72,0.002,26619,34.4916187857143,22.459957,663290.3,245571.4,3349.7,2847,0.0306251955285047,0.467611793477828,0.00514792882733764,0.0880329993046979,0.820432094688278,NaN,485,505,424,575,616,699,859,NaN,NaN,-31,-38,0.277894736842105,2.86894736842105,13.0484210526316,39.9524518109734
1,11.995996,-140.010833,727786,73,0.002,26257,34.4788973304473,22.5010502886003,672698.45,240478.35,3469.55,3093,0.0318366241605376,0.479139878442885,0.00508457900404347,0.0881304999395219,0.840259308297023,NaN,499,522,435,583,622,704,858,NaN,NaN,-44,-78,0.287052631578947,2.76052631578947,12.0657894736842,38.0172070925979
1,11.995996,-140.010833,727786,74,0.002,26117,34.4652824675325,22.5506175324675,682106.6,235385.3,3589.4,3339,0.0350728659405844,0.496003358091712,0.00510959442375372,0.0897954237010473,0.873307004091676,NaN,514,540,445,590,628,708,855,NaN,NaN,-54,-107,0.296210526315789,2.65210526315789,11.0831578947368,36.1353427970671
1,11.995996,-140.010833,727786,75,0.002,25956,34.4364053846154,22.6133639230769,691514.75,230292.25,3709.25,3585,0.0402822985165218,0.514387229644126,0.00519352000546691,0.0931005343089452,0.918713577797627,NaN,530,558,456,596,633,712,853,NaN,NaN,-61,-124,0.305368421052632,2.54368421052632,10.1005263157895,34.3061986686696
1,11.995996,-140.010833,727786,76,0.002,25061,34.4142627816628,22.669912043512,700922.9,225199.2,3829.1,3831,0.0454917310924592,0.532771101196539,0.0052774455871801,0.096405644916843,0.964120151503579,NaN,545,577,466,601,638,715,849,NaN,NaN,-64,-129,0.314526315789474,2.43526315789474,9.11789473684211,32.5338328986967
1,11.995996,-140.010833,727786,77,0.002,24840,34.4022166153846,22.7299883076923,710331.05,220106.15,3948.95,4077,0.0507011636683967,0.551154972748952,0.00536137116889329,0.0997107555247409,1.00952672520953,NaN,561,596,476,606,642,717,846,NaN,NaN,-62,-120,0.323684210526316,2.32684210526316,8.13526315789474,30.8182373704385
1,11.995996,-140.010833,727786,78,0.002,24729,34.3887726495727,22.8043846153846,719739.2,215013.1,4068.8,4323,0.0559105962443341,0.569538844301365,0.00544529675060648,0.103015866132639,1.05493329891548,NaN,576,614,486,611,645,718,842,NaN,NaN,-55,-97,0.332842105263158,2.21842105263158,7.15263157894737,29.161486977146
1,11.995996,-140.010833,727786,79,0.002,24031,34.3723013986014,22.8842027972028,729147.35,209920.05,4188.65,4569,0.0611200288202715,0.587922715853779,0.00552922233231968,0.106320976740537,1.10033987262144,NaN,591,633,496,615,648,719,839,NaN,NaN,-44,-59,0.342,2.11,6.17,27.5639520881038
1,11.995996,-140.010833,727786,80,0.002,23802,34.3751035384615,22.9720927692308,738555.5,204827,4308.5,4815,0.066329461396209,0.606306587406192,0.00561314791403287,0.109626087348435,1.14574644632739,NaN,606,651,505,618,650,719,836,NaN,NaN,-27,-5,0.338307692307692,2.0574358974359,6.02,26.0274892388788
1,11.995996,-140.010833,727786,81,0.002,23586,34.3878805555556,23.1279106902357,737023.65,201534.2,4141.65,4994.85,0.0722710266800661,0.672321095879066,0.00700975497080183,0.123874778322662,1.23429706857175,NaN,620,668,513,621,651,719,834,NaN,NaN,-4,65,0.334615384615385,2.00487179487179,5.87,24.5538136508245
1,11.995996,-140.010833,727786,82,0.002,23373,34.4042175833333,23.2558008333333,735491.8,198241.4,3974.8,5174.7,0.0792174982489824,0.763267827765115,0.00893154657609922,0.141070975350203,1.33357858422519,NaN,633,684,521,624,653,719,832,NaN,NaN,25,153,0.330923076923077,1.95230769230769,5.72,23.1428824068232
1,11.995996,-140.010833,727786,83,0.002,22938,34.4053766835017,23.3770575757576,733959.95,194948.6,3807.95,5354.55,0.0861639698178987,0.854214559651163,0.0108533381813966,0.158267172377745,1.43286009987862,NaN,646,700,528,626,653,719,832,NaN,NaN,61,260,0.327230769230769,1.89974358974359,5.57,21.7948713680711
1,11.995996,-140.010833,727786,84,0.002,22125,34.412455,23.5228253333333,732428.1,191655.8,3641.1,5534.4,0.0899598417244229,1.00537904100942,0.0153434778806485,0.17954152201835,1.55433864499894,NaN,657,714,535,627,654,718,833,NaN,NaN,104,0,0.323538461538462,1.84717948717949,5.42,20.5101494744218
1,11.995996,-140.010833,727786,85,0.002,21855,34.4296921717172,23.6634691919192,730896.25,188363,3474.25,5714.25,0.0919638413074036,1.17642101703183,0.0206614959010403,0.202290552060659,1.68249962052362,NaN,667,726,541,629,654,718,836,NaN,NaN,155,NaN,0.319846153846154,1.79461538461538,5.27,19.2883786334851
